CampaignID,SendDate,SendHour,AudienceSize,Subject,TopKeywords,OpenRate,ClickRate,ConversionRate,DeviceType,CustomerSegment,CampaignType
CMP17962,2023-12-29,10,5000,remise — offres limitées aujourd’hui,"essai, deal, commande, cadeau, offre, pack",23.46,3.06,0.0,Mobile,New,Promotion
CMP11817,2024-07-06,11,2000,satisfaction — ne manquez pas cette opportunité,"vente, baisse, profitez, deal, panier, instantané",16.91,2.06,0.97,Desktop,Returning,Promotion
CMP21712,2023-03-04,15,20000,astuces : découvrez nos nouveautés,"moment, créatif, revue, préférence, concept, éditorial",3.72,3.36,0.38,Mobile,Returning,Newsletter
CMP11937,2025-05-07,15,2000,commande : nos clients adorent,"confirmation, profitez, achetez, reprendre, revenez, vérifiez",16.49,3.43,0.15,Mobile,Returning,Reminder
CMP10337,2025-03-09,11,1000,deal sur nos best-sellers ❤️,"profitez, limité, anniversaire, rabais, bonus, commande",20.05,3.21,0.0,Desktop,Returning,Promotion
CMP19696,2025-04-18,9,10000,créatif sur nos best-sellers,"sélection, revue, focus, partage, concept, thématique",6.64,1.48,0.32,Mobile,New,Newsletter
CMP12335,2025-03-03,23,10000,remise — livraison gratuite,"coupon, soldes, livraison, bundle, remise, prix",7.95,0.1,0.36,Desktop,Inactive,Promotion
CMP18698,2024-09-30,7,1000,client pour vous — 4 jours seulement,"gratuit, rabais, coupon, pack, super, livraison",22.13,3.44,0.0,Desktop,Loyal,Promotion
CMP12072,2025-01-19,9,500,partage : découvrez nos nouveautés,"retour client, innovation, interview, sélection, collection, recommandation",11.6,3.99,0.0,Desktop,New,Newsletter
CMP16913,2025-02-25,17,500,urgent — offres limitées aujourd’hui,"anniversaire, gratuit, craquez, fidélité, surprise, profitez",19.92,1.48,0.0,Mobile,Loyal,Promotion
CMP11726,2024-11-20,0,1000,communauté — offres limitées aujourd’hui,"adhérent, spécialement pour vous, offre exclusive, reprise, redécouvrez, nouvelle chance",9.58,0.1,0.0,Desktop,New,Re-engagement
CMP20180,2024-06-05,11,1000,revenez sur nos best-sellers,"longtemps, programme, retour gagnant, récompense, offre exclusive, petit mot",19.02,2.13,0.15,Tablet,Returning,Re-engagement
CMP11047,2024-11-30,11,5000,tradition — ne manquez pas cette opportunité,"offre spéciale, famille, repas, partage, instant, édition",32.96,7.5,0.21,Mobile,Loyal,Seasonal
CMP15378,2023-01-25,8,5000,code — ne manquez pas cette opportunité,"coupon, anniversaire, nouvelle, surprise, vente, essai",16.3,0.1,0.77,Mobile,Returning,Promotion
CMP17775,2025-02-19,15,1000,événement pour vous — 6 jours seulement,"histoire, bestseller, partage, produit, story, incontournable",12.24,3.14,0.3,Desktop,New,Newsletter
CMP12815,2023-08-19,1,1000,cadeau : nos clients adorent,"vente, flash, code, bon, soldes, satisfaction",4.83,0.1,0.05,Tablet,Inactive,Promotion
CMP21900,2023-11-28,21,10000,spécialement pour vous sur nos best-sellers,"rejoignez, adhérent, bonus fidélité, événement, merci encore, souvenir",9.55,1.42,0.0,Mobile,Loyal,Re-engagement
CMP19628,2023-07-06,5,1000,bon : nos clients adorent,"gratuit, profitez, commande, bon, vente, prix",14.4,3.3,0.53,Mobile,Returning,Promotion
CMP12320,2025-01-03,9,1000,style sur nos best-sellers,"lancement, articles, lookbook, highlights, astuces, idées",17.62,3.84,0.0,Mobile,New,Newsletter
CMP17671,2025-08-06,20,1000,collection : nos clients adorent,"préférence, créatif, must-have, produit, édition limitée, inspiration",14.18,0.1,0.08,Mobile,Returning,Newsletter
CMP19611,2024-08-16,10,2000,actualité : nos clients adorent,"innovation, décryptage, sélection, recommandation, story, incontournable",15.7,1.98,0.0,Mobile,Loyal,Newsletter
CMP14871,2025-06-07,13,5000,exception — offres limitées aujourd’hui,"coupon, prix, jusqu’à, prix, exclusif, bon",18.86,2.62,0.71,Mobile,Returning,Promotion
CMP13386,2023-10-26,0,500,coulisses — livraison gratuite,"concept, tendances, créatif, bestseller, incontournable, articles",2.69,0.1,0.0,Mobile,New,Newsletter
CMP21531,2023-08-31,0,5000,gagnez — livraison gratuite,"deal, urgent, gratuit, fidélité, pack, offre",0.5,0.1,0.0,Desktop,New,Promotion
CMP16070,2024-07-07,10,500,highlights pour vous — 4 jours seulement,"incontournable, éditorial, sélection, histoire, must-have, recommandation",19.29,0.1,0.59,Mobile,Returning,Newsletter
CMP10766,2024-09-06,14,10000,concept — livraison gratuite,"décryptage, thématique, style, incontournable, éditorial, interview",9.33,1.36,0.0,Mobile,New,Newsletter
CMP12861,2023-02-22,15,1000,livraison sur nos best-sellers,"limité, livraison, commande, gagnez, panier, nouvelle",8.65,1.52,0.0,Desktop,New,Promotion
CMP13782,2025-08-30,6,10000,essai : découvrez nos nouveautés,"baisse, satisfaction, nouvelle, duo pack, exclusif, rabais",9.9,0.1,0.2,Mobile,Inactive,Promotion
CMP15009,2024-02-27,19,1000,moment sur nos best-sellers ❤️,"ambiance, cyber monday, famille, nouvel an, plaisir, moment",26.04,5.94,0.96,Mobile,New,Seasonal
CMP16125,2023-06-24,21,2000,réduction : jusqu’à 25% de remise !,"sauvegardé, confirmation, paiement, avant, réassort, en attente",28.68,2.98,0.58,Desktop,VIP,Reminder
CMP11144,2023-03-22,22,1000,partage — ne manquez pas cette opportunité,"tendances, thématique, interview, bestseller, produit, blog",10.07,0.1,0.0,Mobile,New,Newsletter
CMP19894,2024-01-07,19,10000,soleil pour vous — 7 jours seulement,"collection hiver, pâques, moment unique, festif, partage, déstockage",29.26,5.61,0.78,Mobile,Returning,Seasonal
CMP19802,2023-01-09,9,500,bon : découvrez nos nouveautés,"code, surprise, exceptionnelle, avantage, cadeau, réduction",18.78,1.26,0.0,Mobile,Loyal,Promotion
CMP12510,2023-11-10,11,5000,gagnez : jusqu’à 15% de remise !,"instantané, soldes, gratuit, vente, inédit, rabais",17.61,0.97,0.65,Mobile,Returning,Promotion
CMP16661,2024-07-08,9,1000,collection pour vous — 7 jours seulement,"collection, interview, préférence, newsletter, innovation, lookbook",23.5,2.33,0.21,Mobile,Loyal,Newsletter
CMP12273,2024-10-27,22,2000,actualité : jusqu’à 50% de remise !,"inspiration, must-have, bon plan, revue, articles, concept",5.51,1.25,0.64,Tablet,Returning,Newsletter
CMP15928,2025-01-24,12,500,retour client — livraison gratuite,"lookbook, innovation, collection, histoire, éditorial, concept",9.02,0.84,0.08,Mobile,Returning,Newsletter
CMP15371,2024-06-25,4,1000,black friday sur nos best-sellers,"papa, moment unique, tradition, hiver, réveillon, décoration",22.19,3.29,0.87,Mobile,Loyal,Seasonal
CMP20510,2023-07-26,22,1000,limité — offres limitées aujourd’hui,"vente, prix, duo pack, craquez, exceptionnelle, essai",7.96,1.28,0.56,Mobile,Inactive,Promotion
CMP21118,2023-01-15,15,2000,terminer — livraison gratuite,"en attente, disponible, limité, promotion, attention, stock",21.78,1.52,0.0,Desktop,New,Reminder
CMP18494,2024-12-10,12,1000,fidélité sur nos best-sellers,"remise, spécial, soldes, super, commande, économie",11.87,0.1,0.33,Desktop,New,Promotion
CMP21544,2024-08-22,21,2000,spécial : nos clients adorent,"essai, vente, exception, gagnez, exceptionnelle, super",4.67,0.1,0.67,Mobile,Inactive,Promotion
CMP10102,2024-11-30,17,1000,client — offres limitées aujourd’hui,"panier, réduction, profitez, cadeau, nouvelle, deal",15.57,1.78,0.2,Tablet,New,Promotion
CMP11989,2024-07-16,19,2000,encore — livraison gratuite,"oubliez, en attente, regardez, limité, disponible, poursuivez",20.28,4.57,0.0,Tablet,New,Reminder
CMP14303,2025-06-05,14,2000,moment : jusqu’à 20% de remise !,"bestseller, nouveau, retour client, collaboration, produit, inspiration du mois",12.09,0.1,0.0,Mobile,Returning,Newsletter
CMP14457,2024-07-05,1,5000,spécial : nos clients adorent,"avantage, rabais, profitez, bon, économie, client",6.65,2.12,0.67,Mobile,Returning,Promotion
CMP19353,2025-04-14,11,5000,focus — ne manquez pas cette opportunité,"événement, thématique, actualité, astuces, coulisses, inspiration",19.37,1.7,0.19,Desktop,New,Newsletter
CMP10828,2024-07-03,7,1000,limité : découvrez nos nouveautés,"paiement, promotion, terminer, aujourd’hui, en attente, encore",27.79,2.87,0.96,Desktop,Returning,Reminder
CMP18743,2024-09-02,5,10000,produit : jusqu’à 30% de remise !,"interview, bestseller, articles, moment, exclusif, collaboration",0.5,0.1,0.0,Mobile,Inactive,Newsletter
CMP14786,2023-11-25,12,5000,client — ne manquez pas cette opportunité,"duo pack, satisfaction, anniversaire, réduction, gratuit, prix",14.25,1.94,0.48,Desktop,Loyal,Promotion
CMP11672,2023-12-02,14,5000,motivation sur nos best-sellers,"relance, motivation, retenter, reprise, petit mot, connexion",17.9,0.1,0.35,Desktop,Returning,Re-engagement
CMP15931,2024-11-24,17,2000,prolongation — livraison gratuite,"client, compte, bienvenue, personnalisé, retour gagnant, offre unique",21.15,0.1,0.0,Mobile,Loyal,Re-engagement
CMP19085,2023-05-13,11,1000,événement : jusqu’à 50% de remise !,"instant, cyber monday, moment unique, pâques, été, cadeau",19.67,2.07,0.0,Mobile,New,Seasonal
CMP17474,2024-04-02,23,1000,nouveau pour vous — 5 jours seulement,"concept, retour client, idées, blog, highlights, innovation",7.0,0.1,0.53,Desktop,Inactive,Newsletter
CMP18247,2024-08-21,23,500,prix — ne manquez pas cette opportunité,"bonus, pack, bon, duo pack, coupon, surprise",9.96,1.79,0.0,Tablet,New,Promotion
CMP17919,2024-07-05,11,2000,instant : jusqu’à 25% de remise !,"plaisir, festif, hiver, maman, occasion, tradition",25.87,4.25,0.3,Mobile,New,Seasonal
CMP12856,2025-03-14,16,10000,concept : jusqu’à 25% de remise !,"inspiration du mois, édition limitée, partage, lancement, histoire, décryptage",9.93,1.36,0.0,Mobile,Returning,Newsletter
CMP17727,2025-05-24,3,1000,fidélité — livraison gratuite,"gratuit, exceptionnelle, profitez, panier, soldes, deal",9.72,1.15,0.0,Desktop,Returning,Promotion
CMP11808,2024-06-12,3,2000,moment : nos clients adorent,"recommandation, découvrez, bestseller, blog, articles, collection",8.46,1.26,0.0,Mobile,Inactive,Newsletter
CMP17465,2025-08-30,3,1000,terminer : jusqu’à 40% de remise !,"encore, panier, terminer, achetez, paiement, stock",9.88,0.1,0.03,Mobile,Inactive,Reminder
CMP12275,2025-08-07,1,1000,jusqu’à pour vous — 7 jours seulement,"duo, exclusif, fidélité, flash, urgent, limité",2.85,0.67,0.0,Mobile,Inactive,Promotion
CMP13761,2023-10-25,2,20000,gratuit : nos clients adorent,"bon, offre, satisfaction, craquez, flash, inédit",8.55,1.24,0.0,Mobile,Returning,Promotion
CMP18221,2023-04-28,11,5000,gratuit sur nos best-sellers,"bonus, craquez, duo pack, gratuit, duo, livraison",15.22,0.22,0.38,Mobile,New,Promotion
CMP18479,2023-09-08,10,500,rentrée — ne manquez pas cette opportunité,"repas, maman, ambiance, tradition, spécial saison, festif",23.86,4.78,0.19,Mobile,New,Seasonal
CMP17621,2025-06-06,12,20000,pack — livraison gratuite,"jusqu’à, craquez, spécial, livraison, pack, gratuit",15.56,1.14,0.07,Mobile,Returning,Promotion
CMP15169,2025-04-16,23,10000,remise — ne manquez pas cette opportunité,"gratuit, gagnez, coupon, profitez, gratuit, inédit",6.04,4.9,0.59,Desktop,Inactive,Promotion
CMP12045,2023-01-24,15,2000,craquez : nos clients adorent,"prix, essai, inédit, rabais, réduction, nouvelle",15.92,2.97,0.11,Mobile,Returning,Promotion
CMP17198,2023-10-29,5,2000,inspiration sur nos best-sellers,"bon plan, focus, revue, must-have, lookbook, concept",8.87,0.24,0.0,Mobile,New,Newsletter
CMP17438,2024-06-27,13,10000,code : nos clients adorent,"offre, équipe, inédit, coupon, stock, flash",9.49,1.16,0.0,Mobile,New,Promotion
CMP14513,2024-12-31,23,500,partage — ne manquez pas cette opportunité,"must-have, innovation, lancement, décryptage, incontournable, moment",15.9,1.64,0.47,Desktop,VIP,Newsletter
CMP15601,2023-03-05,18,1000,connectez : jusqu’à 10% de remise !,"revivez, connectez, reprise, surprise, avantage, invitation",24.17,2.71,0.0,Mobile,Loyal,Re-engagement
CMP11295,2023-10-26,4,500,flash : jusqu’à 10% de remise !,"stock, bonus, instantané, gratuit, exclusif, réduction",1.8,1.18,0.51,Mobile,New,Promotion
CMP15820,2025-03-15,0,1000,gratuit : jusqu’à 10% de remise !,"économie, anniversaire, cadeau, gratuit, meilleur, coupon",5.91,1.86,0.53,Mobile,New,Promotion
CMP10591,2025-06-17,16,500,cyber monday — livraison gratuite,"instant, collection hiver, collection été, maman, chaud, tenue",24.38,0.1,0.1,Mobile,New,Seasonal
CMP14224,2023-12-26,2,10000,limité : découvrez nos nouveautés ❤️,"meilleur, livraison, bonus, essai, baisse, cadeau",8.49,2.74,0.02,Mobile,Returning,Promotion
CMP10221,2024-06-14,2,20000,gagnez sur nos best-sellers,"bonus, remise, gratuit, jusqu’à, instantané, pack",10.73,3.42,0.0,Mobile,Loyal,Promotion
CMP17910,2025-03-12,7,2000,exclusif — ne manquez pas cette opportunité ❤️,"revue, lancement, blog, design, thématique, focus",8.92,0.1,0.0,Mobile,New,Newsletter
CMP18139,2024-01-11,23,2000,urgent — offres limitées aujourd’hui ❤️,"satisfaction, exceptionnelle, gratuit, pack, bundle, prix",17.27,0.82,0.6,Mobile,New,Promotion
CMP17093,2023-03-23,1,1000,créatif — livraison gratuite,"bon plan, coulisses, édition limitée, exclusif, must-have, événement",11.9,0.98,0.01,Desktop,Loyal,Newsletter
CMP16388,2023-12-16,11,2000,interview : jusqu’à 40% de remise !,"focus, moment, revue, décryptage, exclusif, blog",8.55,1.69,0.3,Mobile,Inactive,Newsletter
CMP10858,2024-04-26,13,1000,urgent : nos clients adorent,"super, exceptionnelle, réduction, prix, fidélité, instantané",12.1,1.0,0.34,Mobile,New,Promotion
CMP16270,2024-10-18,13,5000,quantité — ne manquez pas cette opportunité,"poursuivez, encore disponible, en attente, sauvegardé, oubliez, votre achat",29.76,3.24,0.41,Tablet,VIP,Reminder
CMP16064,2024-09-10,14,500,partage : découvrez nos nouveautés,"concept, édition limitée, thématique, highlights, newsletter, actualité",10.21,0.52,0.16,Mobile,Inactive,Newsletter
CMP18703,2023-09-06,23,2000,super — offres limitées aujourd’hui,"promo, bundle, vente, remise, exclusif, client",23.97,4.51,0.0,Mobile,Returning,Promotion
CMP16746,2024-07-03,8,2000,spécial : découvrez nos nouveautés,"pack, réduction, bon, semaine, flash, exception",17.63,3.59,0.0,Desktop,Returning,Promotion
CMP10841,2025-07-19,17,2000,commande — offres limitées aujourd’hui ❤️,"duo, livraison, gratuit, duo pack, flash, deal",29.07,1.0,0.0,Desktop,VIP,Promotion
CMP16399,2025-01-17,8,2000,rabais : découvrez nos nouveautés,"limité, économie, exceptionnelle, bundle, soldes, promo",8.47,1.78,0.0,Desktop,New,Promotion
CMP21267,2025-03-03,15,2000,nouveautés — livraison gratuite,"concept, articles, préférence, inspiration, innovation, bon plan",17.76,0.61,0.0,Desktop,Returning,Newsletter
CMP15424,2025-02-22,6,2000,vente — ne manquez pas cette opportunité,"commande, avantage, prix, jusqu’à, instantané, pack",18.85,5.31,0.36,Tablet,Loyal,Promotion
CMP20256,2023-04-10,17,2000,highlights : nos clients adorent,"revue, blog, concept, story, style, exclusif",21.72,0.1,0.77,Desktop,VIP,Newsletter
CMP19261,2024-06-08,2,1000,livraison — livraison gratuite,"promo, gratuit, super, inédit, avantage, exception",16.05,2.36,0.19,Mobile,Loyal,Promotion
CMP13703,2023-08-08,14,500,moment — ne manquez pas cette opportunité,"festif, décoration, déstockage, édition, papa, black friday",22.44,5.2,0.0,Mobile,Inactive,Seasonal
CMP10994,2024-05-28,12,1000,achetez — livraison gratuite,"encore, confirmation, réassort, commande, en attente, terminer",23.32,2.76,0.14,Mobile,VIP,Reminder
CMP19364,2024-02-19,8,1000,offre spéciale : découvrez nos nouveautés,"occasion, printemps, plage, plaisir, papa, collection été",25.47,5.82,0.53,Tablet,New,Seasonal
CMP16334,2025-06-25,6,500,concept — offres limitées aujourd’hui ❤️,"nouveau, highlights, focus, édition limitée, incontournable, découvrez",25.37,3.29,0.0,Mobile,Returning,Newsletter
CMP11554,2024-10-26,16,500,revenez pour vous — 5 jours seulement,"finalisez, urgence, regardez, revenez, promotion, terminer",12.16,3.67,0.39,Mobile,New,Reminder
CMP14671,2023-07-07,9,2000,connectez pour vous — 3 jours seulement,"compte, programme, motivation, offre unique, invitation, personnalisé",21.81,3.21,0.59,Tablet,Loyal,Re-engagement
CMP19144,2023-10-29,16,1000,exclusif — livraison gratuite ❤️,"exclusif, inspiration du mois, astuces, édition limitée, style, focus",18.75,0.1,0.0,Desktop,Returning,Newsletter
CMP13772,2024-05-26,17,2000,concept : nos clients adorent,"produit, highlights, astuces, actualité, interview, éditorial",14.37,2.14,0.01,Desktop,New,Newsletter
CMP19229,2024-06-22,5,10000,profitez : découvrez nos nouveautés,"semaine, baisse, duo pack, panier, inédit, économie",10.07,1.79,0.27,Desktop,Returning,Promotion
CMP21299,2023-02-22,4,1000,encore — livraison gratuite,"disponible, vérifiez, urgence, finalisez, article, manquant",17.15,0.61,0.0,Mobile,Returning,Reminder
CMP20960,2025-08-11,7,2000,bonus : découvrez nos nouveautés,"stock, cadeau, anniversaire, duo, livraison, duo pack",12.95,0.1,0.0,Mobile,New,Promotion
CMP17044,2024-04-03,15,2000,manquant sur nos best-sellers ❤️,"en attente, urgence, quantité, attention, manquant, reprendre",13.83,1.05,0.0,Mobile,Inactive,Reminder
CMP13559,2023-02-28,0,500,essai — offres limitées aujourd’hui,"équipe, gagnez, flash, nouvelle, jusqu’à, remise",6.38,0.1,0.2,Mobile,New,Promotion
CMP16066,2023-04-11,14,500,bestseller pour vous — 2 jours seulement,"incontournable, créatif, histoire, astuces, découvrez, tendances",7.96,2.09,0.0,Mobile,New,Newsletter
CMP12848,2024-07-13,17,5000,coupon — ne manquez pas cette opportunité,"baisse, semaine, stock, instantané, économie, profitez",22.75,0.84,0.04,Desktop,Loyal,Promotion
CMP16192,2023-01-22,20,500,décoration : découvrez nos nouveautés,"black friday, été, collection été, froid, décoration, occasion",24.81,2.48,1.31,Mobile,New,Seasonal
CMP19809,2024-06-07,16,10000,articles pour vous — 4 jours seulement,"bon plan, créatif, recommandation, must-have, collaboration, focus",11.32,0.1,0.04,Mobile,Inactive,Newsletter
CMP16810,2023-11-14,4,500,maman : jusqu’à 40% de remise !,"repas, instant, décoration, plaisir, soldes, rentrée",14.51,4.52,0.52,Desktop,New,Seasonal
CMP12513,2024-08-21,4,5000,duo pack — ne manquez pas cette opportunité,"pack, rabais, bundle, livraison, équipe, duo pack",9.94,3.96,0.73,Mobile,Returning,Promotion
CMP18336,2024-02-19,11,10000,soldes — livraison gratuite,"fidélité, commande, réduction, craquez, profitez, soldes",18.35,1.01,0.09,Tablet,New,Promotion
CMP11463,2024-03-21,15,5000,bon sur nos best-sellers,"économie, commande, flash, inédit, soldes, limité",18.02,4.14,0.6,Desktop,VIP,Promotion
CMP20484,2025-10-23,18,500,rabais : découvrez nos nouveautés,"livraison, cadeau, nouvelle, craquez, fidélité, semaine",20.63,3.17,0.0,Mobile,New,Promotion
CMP14201,2025-07-02,9,1000,expédition — livraison gratuite,"article, rappel, bénéficiez, terminer, confirmation, poursuivez",15.54,1.66,0.68,Mobile,New,Reminder
CMP20269,2023-09-26,16,2000,collection été : nos clients adorent,"occasion, vacances, chaud, ambiance, black friday, illuminez",28.8,2.37,0.14,Desktop,New,Seasonal
CMP16631,2023-09-10,23,20000,collaboration pour vous — 5 jours seulement,"collaboration, newsletter, idées, innovation, décryptage, incontournable",10.51,0.45,0.0,Mobile,Returning,Newsletter
CMP12835,2025-10-27,21,1000,stock : découvrez nos nouveautés,"cadeau, bon, deal, craquez, vente, remise",9.9,1.68,0.62,Desktop,New,Promotion
CMP21082,2024-10-14,6,500,offre : nos clients adorent,"soldes, pack, gratuit, satisfaction, code, jusqu’à",21.35,0.99,0.77,Desktop,New,Promotion
CMP18630,2025-04-24,9,500,lancement : jusqu’à 40% de remise !,"produit, coulisses, exclusif, must-have, collaboration, actualité",18.05,0.66,1.02,Desktop,VIP,Newsletter
CMP12233,2024-10-01,5,1000,urgence pour vous — 4 jours seulement,"produit, terminer, votre achat, expédition, poursuivez, regardez",5.01,0.1,0.0,Mobile,Inactive,Reminder
CMP13050,2023-11-24,16,5000,nouveautés : jusqu’à 20% de remise !,"style, thématique, concept, événement, moment, recommandation",13.72,0.1,0.56,Mobile,Loyal,Newsletter
CMP21030,2023-07-29,15,10000,éditorial : nos clients adorent,"coulisses, concept, newsletter, design, sélection, édition limitée",17.56,2.32,0.22,Mobile,New,Newsletter
CMP14681,2025-10-16,18,1000,produit pour vous — 5 jours seulement,"achetez, votre sélection, en attente, produit, réassort, article",27.3,2.78,0.0,Desktop,VIP,Reminder
CMP10400,2023-07-29,7,1000,retour client — livraison gratuite,"concept, thématique, recommandation, concept, astuces, sélection",18.13,0.8,0.0,Mobile,Returning,Newsletter
CMP13860,2023-12-25,15,2000,joie pour vous — 4 jours seulement,"esprit, anniversaire, illuminez, collection hiver, fête, tenue",20.98,2.75,0.0,Mobile,Returning,Seasonal
CMP21644,2023-07-19,17,2000,exclusif : nos clients adorent,"urgent, exclusif, instantané, exception, meilleur, pack",19.64,3.41,0.47,Mobile,Returning,Promotion
CMP13872,2023-03-05,21,1000,bestseller — offres limitées aujourd’hui,"collaboration, design, partage, blog, guide, innovation",26.45,2.85,0.82,Mobile,Returning,Newsletter
CMP14881,2025-02-09,8,1000,été sur nos best-sellers,"cyber monday, festif, fête, ambiance, cadeau, fin d’année",28.84,4.47,1.26,Mobile,Loyal,Seasonal
CMP15186,2023-01-25,22,2000,newsletter : découvrez nos nouveautés,"inspiration du mois, recommandation, créatif, concept, revue, must-have",10.13,1.95,0.0,Mobile,Returning,Newsletter
CMP16200,2023-12-22,20,5000,spécial pour vous — 6 jours seulement,"limité, prix, bonus, fidélité, duo, profitez",16.25,0.1,0.23,Mobile,Returning,Promotion
CMP12804,2025-04-23,20,1000,économie : nos clients adorent,"offre, semaine, inédit, soldes, bon, panier",10.58,0.1,0.0,Mobile,Inactive,Promotion
CMP16984,2023-09-01,5,1000,idées pour vous — 6 jours seulement,"collection, retour client, newsletter, idées, must-have, blog",12.94,2.79,0.26,Desktop,New,Newsletter
CMP14091,2023-02-11,7,1000,bonus fidélité : jusqu’à 15% de remise !,"revenez, invitation, exclusif, surprise, compte, souvenir",5.24,0.1,0.0,Desktop,Returning,Re-engagement
CMP14608,2025-05-15,0,500,économie sur nos best-sellers,"profitez, pack, économie, vente, exclusif, commande",10.8,0.1,0.0,Desktop,Inactive,Promotion
CMP11023,2024-07-01,0,1000,regardez : jusqu’à 40% de remise !,"en attente, promotion, confirmation, expédition, commande, profitez",16.27,1.85,0.57,Tablet,New,Reminder
CMP13298,2024-06-19,17,1000,blog — livraison gratuite,"recommandation, style, must-have, édition limitée, produit, idées",9.25,0.1,0.32,Desktop,Inactive,Newsletter
CMP19535,2024-07-10,0,1000,client — livraison gratuite,"équipe, bonus, prix, gratuit, vente, anniversaire",12.87,0.37,0.5,Mobile,Returning,Promotion
CMP18469,2024-09-30,6,5000,focus — offres limitées aujourd’hui,"éditorial, édition limitée, retour client, recommandation, préférence, focus",7.48,0.59,0.51,Mobile,Inactive,Newsletter
CMP10059,2023-09-06,1,2000,retenter — livraison gratuite,"bonus, reprise, réactivation, récompense, programme, invitation",0.5,0.1,0.34,Mobile,New,Re-engagement
CMP19480,2023-08-29,2,2000,bonus — ne manquez pas cette opportunité,"code, satisfaction, duo pack, soldes, craquez, promo",18.45,1.8,0.62,Mobile,VIP,Promotion
CMP17639,2024-03-18,21,1000,deal : jusqu’à 30% de remise !,"promo, craquez, profitez, bonus, coupon, avantage",12.39,1.19,0.0,Mobile,New,Promotion
CMP15758,2025-01-02,7,5000,anniversaire sur nos best-sellers,"urgent, satisfaction, nouvelle, prix, profitez, exception",12.87,3.34,0.0,Tablet,Loyal,Promotion
CMP14982,2025-04-22,16,1000,bundle pour vous — 4 jours seulement,"client, pack, équipe, meilleur, deal, stock",16.06,2.02,0.76,Mobile,Returning,Promotion
CMP19840,2024-04-05,17,500,temps pour vous — 3 jours seulement,"manquant, réduction, oubliez, terminer, profitez, promotion",30.85,5.62,0.24,Mobile,Returning,Reminder
CMP11328,2024-02-21,21,10000,réduction : découvrez nos nouveautés,"surprise, bundle, client, soldes, essai, commande",12.1,1.74,0.0,Mobile,New,Promotion
CMP16660,2025-02-17,21,5000,partage : jusqu’à 15% de remise !,"astuces, lancement, produit, story, concept, design",12.23,0.3,0.0,Mobile,Returning,Newsletter
CMP13351,2025-04-11,22,500,fidélité — livraison gratuite ❤️,"bonus, anniversaire, offre, cadeau, prix, équipe",12.66,0.1,0.0,Mobile,Returning,Promotion
CMP21985,2024-05-22,18,2000,merci encore sur nos best-sellers,"relance, fidélité, connectez, petit mot, souvenir, spécialement pour vous",21.19,2.61,0.39,Mobile,Returning,Re-engagement
CMP10168,2024-11-09,20,2000,fidélité : découvrez nos nouveautés,"revivez, nouvelle chance, fidélité, merci, bonus fidélité, petit mot",2.33,0.94,0.0,Tablet,Inactive,Re-engagement
CMP13279,2023-01-10,10,1000,prix : jusqu’à 20% de remise !,"flash, promo, bonus, réduction, offre, essai",22.49,4.01,0.09,Mobile,Returning,Promotion
CMP20223,2025-09-16,13,1000,urgent pour vous — 4 jours seulement,"livraison, duo pack, jusqu’à, commande, profitez, essai",11.51,3.3,0.0,Desktop,Returning,Promotion
CMP15665,2023-06-07,1,500,instantané : jusqu’à 25% de remise !,"surprise, duo pack, rabais, nouvelle, panier, inédit",10.93,0.55,0.71,Mobile,Returning,Promotion
CMP21089,2023-05-08,2,20000,édition — ne manquez pas cette opportunité,"moment, chaud, spécial saison, esprit, partage, pâques",15.68,4.6,0.24,Mobile,Inactive,Seasonal
CMP17766,2024-11-02,16,10000,tendances — ne manquez pas cette opportunité,"bestseller, inspiration du mois, concept, décryptage, highlights, recommandation",10.15,1.25,0.0,Mobile,Inactive,Newsletter
CMP11550,2025-07-08,17,500,semaine — ne manquez pas cette opportunité,"avantage, livraison, stock, vente, réduction, profitez",16.93,0.14,0.0,Mobile,New,Promotion
CMP11009,2025-02-07,20,1000,flash pour vous — 2 jours seulement,"anniversaire, jusqu’à, bundle, essai, réduction, économie",17.65,3.59,0.0,Mobile,Returning,Promotion
CMP18490,2025-08-02,21,5000,deal : découvrez nos nouveautés ❤️,"exception, panier, soldes, deal, satisfaction, profitez",12.43,0.43,0.0,Desktop,Inactive,Promotion
CMP12554,2024-01-07,0,20000,préférence : découvrez nos nouveautés,"revue, sélection, newsletter, thématique, découvrez, guide",8.2,0.1,0.1,Mobile,New,Newsletter
CMP17590,2024-10-05,9,2000,tradition — offres limitées aujourd’hui,"hiver, froid, fin d’année, tradition, rentrée, nouvel an",26.32,3.06,0.4,Desktop,Inactive,Seasonal
CMP11612,2023-11-24,17,2000,satisfaction : découvrez nos nouveautés,"bonus, duo pack, offre, commande, instantané, fidélité",3.21,0.1,0.0,Mobile,Inactive,Promotion
CMP12737,2023-01-18,6,2000,offre — ne manquez pas cette opportunité,"inédit, coupon, gratuit, anniversaire, exclusif, baisse",19.57,3.79,0.62,Mobile,Returning,Promotion
CMP13455,2024-02-06,6,500,limité — livraison gratuite,"duo pack, craquez, essai, nouvelle, deal, jusqu’à",12.84,3.12,0.0,Desktop,New,Promotion
CMP17623,2024-01-15,10,2000,bundle : nos clients adorent,"cadeau, promo, équipe, panier, super, deal",14.75,1.0,0.05,Desktop,Inactive,Promotion
